http://www.trendingtopmost.com/worlds-popular-list-top-10/2017-2018-2019-2020-2021/india/most-popular-ngos-india-trusted-innovative/| Top 10 NGOs in India?
http://www.yourarticlelibrary.com/sociology/sociology-of-development/ngos-and-development-history-and-role-in-india/30699| NGOs and Development: History and Role in India
https://en.wikipedia.org/wiki/Non-governmental_organisations_in_India#Types_of_legal_entities| NGOs in India(WIKI)
